src,dst,dscp,size,latency
0,2,10,517262,1176875
0,2,10,942783,5035084
0,2,10,781320,4058916
0,2,10,71478,3934417
0,2,10,358427,2903459
0,2,10,369486,3138584
0,2,10,28024,2458292
0,2,10,78447,2419458
0,2,10,657638,2938250
0,2,10,26339,305667
0,2,10,513,160792
0,2,10,8243,697333
0,2,10,2511,656541
0,2,10,600357,867084
0,2,10,970,244459
0,2,10,925,323750
0,2,10,375,317583
0,2,10,326,475708
0,2,10,205,591500
0,2,10,1097,232583
0,2,10,75461,330667
0,2,10,269,261458
0,2,10,236,256958
0,2,10,89632,429458
0,2,10,5767,306709
0,2,10,506,421084
0,2,10,85714,485458
0,2,10,688939,2461875
0,2,10,995481,2275958
0,2,10,4768,1072542
0,2,10,44,1166083
0,2,10,731,426791
0,2,10,927,275500
0,2,10,529,263791
0,2,10,199259,562541
0,2,10,794,806834
0,2,10,998721,1816625
0,2,10,657175,1592917
0,2,10,96259,647833
0,2,10,17085,562750
0,2,10,413,284291
0,2,10,41,683792
0,2,10,330431,789875
0,2,10,445,197958
0,2,10,112777,311292
0,2,10,82340,372667
0,2,10,712,1935875
0,2,10,964984,3024209
0,2,10,74838,3039458
0,2,10,771,1343625
0,2,10,4592,2193583
0,2,10,910054,2312125
0,2,10,81,1039083
0,2,10,71382,1179500
0,2,10,1255,513416
0,2,10,5845,492416
0,2,10,990708,1654625
0,2,10,133,1193375
0,2,10,67419,423166
0,2,10,483,496500
0,2,10,9456,492417
0,2,10,2962,293792
0,2,10,3112,289125
0,2,10,64989,606541
0,2,10,719,562125
0,2,10,738271,1297375
0,2,10,953882,1286000
0,2,10,76786,712959
0,2,10,951,493542
0,2,10,8923,510708
0,2,10,1934,522584
0,2,10,22396,485375
0,2,10,23727,523708
0,2,10,3677,518375
0,2,10,29431,331125
0,2,10,8262,375375
0,2,10,359683,455250
0,2,10,795,380708
0,2,10,19339,2183708
0,2,10,823258,2245042
0,2,10,99,1569541
0,2,10,969717,1706167
0,2,10,3009,1627833
0,2,10,7021,987750
0,2,10,682880,1212625
0,2,10,35836,868833
0,2,10,48061,759459
0,2,10,7240,665250
0,2,10,1909,907000
0,2,10,6875,611917
0,2,10,227,772917
0,2,10,69,791166
0,2,10,96650,1055000
0,2,10,608851,1195542
0,2,10,9643,1387041
0,2,10,558543,1471375
0,2,10,30,284541
0,2,10,53102,1096292
0,2,10,7684,600625
0,2,10,27217,767209
0,2,10,78179,546625
0,2,10,176895,521333
0,2,10,22,631208
0,2,10,177043,719875
0,2,10,75302,420500
0,2,10,493148,1169541
0,2,10,96093,2046875
0,2,10,267,2212500
0,2,10,728725,2301458
0,2,10,124769,946417
0,2,10,6716,466750
0,2,10,909458,1495042
0,2,10,8099,1526666
0,2,10,767,564250
0,2,10,29484,501584
0,2,10,4784,991458
0,2,10,307751,1255750
0,2,10,280707,1784166
0,2,10,338,1603208
0,2,10,374,793541
0,2,10,5478,694167
0,2,10,61034,789625
0,2,10,2840,239333
0,2,10,858472,1532042
0,2,10,67454,1242625
0,2,10,12133,1573125
0,2,10,23977,1638000
0,2,10,9285,808917
0,2,10,73849,989791
0,2,10,5901,345834
0,2,10,6467,370708
0,2,10,107814,539209
0,2,10,631,249833
0,2,10,645608,1226542
0,2,10,22610,393625
0,2,10,944,1096833
0,2,10,8796,1106833
0,2,10,535077,1239000
0,2,10,8406,757083
0,2,10,3620,261958
0,2,10,552871,1197583
0,2,10,1435,1007334
0,2,10,63861,537292
0,2,10,598898,1469292
0,2,10,5190,356291
0,2,10,23302,239334
0,2,10,962,419625
0,2,10,7929,1043416
0,2,10,286193,1146791
0,2,10,352642,1244166
0,2,10,5615,367708
0,2,10,63695,479292
0,2,10,49,257625
0,2,10,4933,234750
0,2,10,7294,267541
0,2,10,1806,217083
0,2,10,666,513042
0,2,10,695,1093083
0,2,10,455,6142000
0,2,10,547060,4136708
0,2,10,317248,745917
0,2,10,12507,410625
0,2,10,99139,748292
0,2,10,814,504875
0,2,10,51885,595709
0,2,10,39,155000
0,2,10,437958,1374416
0,2,10,54227,1256500
0,2,10,6076,1338917
0,2,10,107243,396833
0,2,10,328280,753583
0,2,10,41093,950750
0,2,10,100,259000
0,2,10,5902,253667
0,2,10,1468,178291
0,2,10,17976,391000
0,2,10,8879,303833
0,2,10,96262,370875
0,2,10,302,354958
0,2,10,21299,528500
0,2,10,6529,704583
0,2,10,2650,806666
0,2,10,4475,469208
0,2,10,8752,466500
0,2,10,83283,2430084
0,2,10,883990,2943083
0,2,10,7597,2347500
0,2,10,20533,2794167
0,2,10,88476,864708
0,2,10,772,394167
0,2,10,54080,657208
0,2,10,91806,421208
0,2,10,3886,597917
0,2,10,65,624458
0,2,10,5107,580958
0,2,10,5106,610375
0,2,10,226447,573042
0,2,10,6817,449500
0,2,10,30469,867208
0,2,10,7015,885791
0,2,10,1329,514167
0,2,10,7500,514667
0,2,10,8792,288208
0,2,10,3249,1003083
0,2,10,4245,2632334
0,2,10,581587,2857083
0,2,10,37679,1066375
0,2,10,206,966250
0,2,10,1525,978083
0,2,10,367,955000
0,2,10,42145,492667
0,2,10,120,467792
0,2,10,791,254292
0,2,10,9889,2608709
0,2,10,53980,2656291
0,2,10,132146,2435750
0,2,10,241777,2445166
0,2,10,49865,685333
0,2,10,5039,953000
0,2,10,8517,994875
0,2,10,429,932833
0,2,10,4056,960208
0,2,10,898,579083
0,2,10,116,575334
0,2,10,693,990708
0,2,10,453,948000
0,2,10,885,884541
0,2,10,381,786791
0,2,10,57752,684000
0,2,10,764,347458
0,2,10,451108,7515375
0,2,10,884785,7224500
0,2,10,6390,3867500
0,2,10,49,6300208
0,2,10,5139,6513666
0,2,10,5891,6455833
0,2,10,8703,950542
0,2,10,16752,454583
0,2,10,816,450708
0,2,10,94181,1641292
0,2,10,93158,997708
0,2,10,69968,1330542
0,2,10,162331,2900000
0,2,10,506623,2860500
0,2,10,721,2603625
0,2,10,34897,2401333
0,2,10,658,721334
0,2,10,333,688750
0,2,10,138,707791
0,2,10,539651,3963666
0,2,10,649630,3605041
0,2,10,6646,3637833
0,2,10,1,3238500
0,2,10,3360,919000
0,2,10,186,805625
0,2,10,280075,983375
0,2,10,50358,2024458
0,2,10,818752,3376333
0,2,10,574776,2032166
0,2,10,97070,577875
0,2,10,987923,4962042
0,2,10,550013,4474291
0,2,10,635823,2622375
0,2,10,1662,1944750
0,2,10,200043,991583
0,2,10,255,1218042
0,2,10,970,1254125
0,2,10,544,1244875
0,2,10,412,1182750
0,2,10,312,562917
0,2,10,79,505291
0,2,10,292005,849750
0,2,10,266,668500
0,2,10,70,418167
0,2,10,774,383708
0,2,10,915,240000
0,2,10,404,226583
0,2,10,498,1811416
0,2,10,351,1808709
0,2,10,973475,1813459
0,2,10,50901,1963292
0,2,10,430,1881417
0,2,10,543,465125
0,2,10,7443,550291
0,2,10,1063,501375
0,2,10,223,973458
0,2,10,437208,985625
0,2,10,36951,845000
0,2,10,106603,1285417
0,2,10,655021,1809708
0,2,10,19358,1268584
0,2,10,461,272417
0,2,10,5139,305834
0,2,10,187574,595917
0,2,10,59662,419083
0,2,10,155730,563542
0,2,10,62151,518542
0,2,10,105312,527542
0,2,10,203,2006167
0,2,10,959351,2410250
0,2,10,230216,2653500
0,2,10,474,1540125
0,2,10,738899,1798417
0,2,10,480627,1705709
0,2,10,992,1263209
0,2,10,971,750833
0,2,10,42298,695792
0,2,10,961042,1962917
0,2,10,125,1079458
0,2,10,176,1147667
0,2,10,728903,1247167
0,2,10,458,1121583
0,2,10,9274,1068791
0,2,10,99604,401167
0,2,10,5337,749792
0,2,10,660142,1049083
0,2,10,13436,924375
0,2,10,63625,776708
0,2,10,31156,603417
0,2,10,7275,694375
0,2,10,8943,705875
0,2,10,221,431625
0,2,10,907,323833
0,2,10,292212,1315333
0,2,10,79045,1796417
0,2,10,211,1359709
0,2,10,4355,443333
0,2,10,917,455125
0,2,10,144137,631958
0,2,10,4290,545333
0,2,10,78310,674833
0,2,10,19968,661417
0,2,10,6371,2316542
0,2,10,870105,2416958
0,2,10,7790,2334000
0,2,10,84986,333917
0,2,10,7278,529208
0,2,10,887,353167
0,2,10,71072,745541
0,2,10,215444,1166667
0,2,10,186297,1186375
0,2,10,224121,1186625
0,2,10,4194,472916
0,2,10,426172,1025833
0,2,10,946642,1573083
0,2,10,3190,204625
0,2,10,4851,736791
0,2,10,288881,1593333
0,2,10,87459,1542375
0,2,10,752,814042
0,2,10,10360,1255042
0,2,10,752030,1570250
0,2,10,994,224584
0,2,10,8015,222125
0,2,10,744,240250
0,2,10,888,252500
0,2,10,434591,816000
0,2,10,536,215542
0,2,10,53428,425750
0,2,10,4136,288625
0,2,10,601,525875
0,2,10,11851,519917
0,2,10,97536,417333
0,2,10,9139,404667
0,2,10,408,445875
0,2,10,1853,461250
0,2,10,84890,550125
0,2,10,518236,1665625
0,2,10,74,1987583
0,2,10,971106,1961167
0,2,10,54738,2076584
0,2,10,403,1632208
0,2,10,9858,1237375
0,2,10,6902,364917
0,2,10,691646,1134167
0,2,10,610,380583
0,2,10,28708,321292
0,2,10,2685,355250
0,2,10,758,5267292
0,2,10,772417,5060500
0,2,10,308,2038167
0,2,10,5293,5101708
0,2,10,344311,6086541
0,2,10,865330,5863375
0,2,10,364883,5739500
0,2,10,740816,3537500
0,2,10,1237,3462750
0,2,10,41074,4374125
0,2,10,7228,4158125
0,2,10,762,3625417
0,2,10,672,518500
0,2,10,190,373625
0,2,10,97290,591958
0,2,10,582483,1476542
0,2,10,201,465625
0,2,10,590,548000
0,2,10,3320,664084
0,2,10,17368,608917
0,2,10,648,391959
0,2,10,396433,1673791
0,2,10,56714,2710916
0,2,10,370013,2780583
0,2,10,4659,2723375
0,2,10,542280,3457500
0,2,10,4727,1874250
0,2,10,18675,1951375
0,2,10,2307,1545875
0,2,10,42198,536875
0,2,10,43498,514375
0,2,10,7478,220625
0,2,10,778,207875
0,2,10,571,144958
0,2,10,904340,2148375
0,2,10,38223,822958
0,2,10,21456,1661500
0,2,10,565288,1390958
0,2,10,61448,1384625
0,2,10,20465,460000
0,2,10,4470,197792
0,2,10,9783,183750
0,2,10,6632,937000
0,2,10,476219,1088292
0,2,10,20463,664750
0,2,10,139,1237000
0,2,10,526,940250
0,2,10,1320,1071667
0,2,10,372,703500
0,2,10,337364,1339167
0,2,10,32,1198500
0,2,10,813441,1588209
0,2,10,7297,1191333
0,2,10,213122,1342584
0,2,10,66044,385959
0,2,10,634385,1100666
0,2,10,578086,1100458
0,2,10,71396,953041
0,2,10,89555,1228375
0,2,10,463,1018042
0,2,10,424,969000
0,2,10,57178,1457167
0,2,10,7926,821375
0,2,10,6330,1112167
0,2,10,6991,200000
0,2,10,143682,824458
0,2,10,832,711625
0,2,10,9072,1593125
0,2,10,2440,1622291
0,2,10,574798,3026125
0,2,10,358967,2226792
0,2,10,12182,2038500
0,2,10,130327,948041
0,2,10,17,311334
0,2,10,8175,200166
0,2,10,9900,285875
0,2,10,1233,353792
0,2,10,125,1581417
0,2,10,852695,1857791
0,2,10,93814,399625
0,2,10,38304,575250
0,2,10,463,341042
0,2,10,729879,1895125
0,2,10,109,1568625
0,2,10,712246,2365375
0,2,10,6700,1688666
0,2,10,634,1575167
0,2,10,529448,1112292
0,2,10,7229,382292
0,2,10,78393,914292
0,2,10,109173,644542
0,2,10,935776,1694041
0,2,10,79325,1346584
0,2,10,80275,1177916
0,2,10,6428,1196666
0,2,10,565564,982833
0,2,10,374,372791
0,2,10,118782,1562250
0,2,10,769,1257083
0,2,10,6990,594042
0,2,10,439,477875
0,2,10,5272,382458
0,2,10,50849,1977375
0,2,10,190,1987875
0,2,10,7069,1238291
0,2,10,106288,1479958
0,2,10,66475,1315417
0,2,10,55538,713125
0,2,10,521,734125
0,2,10,711,1900042
0,2,10,472,1825750
0,2,10,289,1833500
0,2,10,658,588792
0,2,10,2240,816584
0,2,10,93950,830084
0,2,10,6227,792792
0,2,10,6046,693291
0,2,10,75757,1556458
0,2,10,616710,1930791
0,2,10,36764,1267500
0,2,10,545832,1401458
0,2,10,4993,1315250
0,2,10,933,1099958
0,2,10,669,1287375
0,2,10,40232,1233459
0,2,10,6844,333250
0,2,10,387221,1037292
0,2,10,19245,708375
0,2,10,30069,711959
0,2,10,18,1106792
0,2,10,265131,1380166
0,2,10,6595,1090583
0,2,10,2868,745042
0,2,10,7599,270292
0,2,10,828320,2125458
0,2,10,61650,2076334
0,2,10,15275,2089167
0,2,10,4817,502875
0,2,10,88608,334542
0,2,10,97521,541000
0,2,10,5683,185167
0,2,10,8217,351917
0,2,10,42862,2126875
0,2,10,955111,2063334
0,2,10,6845,420500
0,2,10,172,1749000
0,2,10,946512,2138709
0,2,10,173,567459
0,2,10,86599,6426291
0,2,10,824050,2247542
0,2,10,468,2354458
0,2,10,97650,2394875
0,2,10,333,234833
0,2,10,25,652000
0,2,10,88421,718042
0,2,10,7041,564625
0,2,10,3122,520083
0,2,10,602,1794042
0,2,10,874196,1830167
0,2,10,5838,1802416
0,2,10,15615,400000
0,2,10,39183,367708
0,2,10,2410,426667
0,2,10,424743,956083
0,2,10,29382,805625
0,2,10,10371,496083
0,2,10,47156,658583
0,2,10,677,691541
0,2,10,3487,504791
0,2,10,17,500709
0,2,10,657,522584
0,2,10,394123,624750
0,2,10,64214,404042
0,2,10,2756,232791
0,2,10,240,172250
0,2,10,818083,1613375
0,2,10,216709,810333
0,2,10,31686,468375
0,2,10,4538,478000
0,2,10,7428,375167
0,2,10,519,330125
0,2,10,2759,305083
0,2,10,15693,345250
0,2,10,3813,923125
0,2,10,208338,939500
0,2,10,238,943416
0,2,10,40,315500
0,2,10,1181,520541
0,2,10,3430,468666
0,2,10,745,326875
0,2,10,35,979250
0,2,10,20311,1187792
0,2,10,3054,950125
0,2,10,404,1131083
0,2,10,98708,1269375
0,2,10,7292,650500
0,2,10,49036,639959
0,2,10,365805,986500
0,2,10,985,853084
0,2,10,60654,355417
0,2,10,8240,171917
0,2,10,951112,2255250
0,2,10,362756,1836666
0,2,10,7591,1366167
0,2,10,91621,893667
0,2,10,621216,2097208
0,2,10,86849,1899291
0,2,10,4913,1681625
0,2,10,1798,537541
0,2,10,83898,3032666
0,2,10,780160,3143583
0,2,10,766,2963291
0,2,10,99557,3068334
0,2,10,69378,2349167
0,2,10,8767,4490917
0,2,10,183089,4652166
0,2,10,42967,916833
0,2,10,6665,1672000
0,2,10,1249,1044333
0,2,10,189731,767292
0,2,10,4144,238250
0,2,10,554,1107417
0,2,10,421,2139125
0,2,10,3863,1912083
0,2,10,8319,2608333
0,2,10,320,1494584
0,2,10,44637,1447250
0,2,10,225119,1528750
0,2,10,431316,3550292
0,2,10,260969,1504666
0,2,10,766,7015083
0,2,10,1795,6204083
0,2,10,65994,6096125
0,2,10,274218,6221375
0,2,10,75179,3814792
0,2,10,1879,1732792
0,2,10,34652,357958
0,2,10,637704,2151792
0,2,10,8021,222333
0,2,10,651,160708
0,2,10,7923,1283125
0,2,10,24963,1469458
0,2,10,6169,1091875
0,2,10,313736,1443625
0,2,10,370,393250
0,2,10,48845,477667
0,2,10,74552,1322625
0,2,10,9817,1540583
0,2,10,341052,1807833
0,2,10,771,1522292
0,2,10,954,529125
0,2,10,8400,491167
0,2,10,57316,665916
0,2,10,27413,473667
0,2,10,8148,395792
0,2,10,99636,592750
0,2,10,926,173916
0,2,10,870256,2786167
0,2,10,15694,2344333
0,2,10,556,2332625
0,2,10,48,950500
0,2,10,19753,1733166
0,2,10,818438,1726750
0,2,10,943,1399250
0,2,10,447707,1567459
0,2,10,8762,1333625
0,2,10,6347,1083333
0,2,10,3369,605750
0,2,10,39470,2877208
0,2,10,595,2078792
0,2,10,818566,2383042
0,2,10,4641,442542
0,2,10,18462,650333
0,2,10,162082,1011708
0,2,10,662,624125
0,2,10,187,630125
0,2,10,6115,720542
0,2,10,883,550958
0,2,10,61007,692542
0,2,10,225928,848334
0,2,10,9014,541917
0,2,10,5797,372958
0,2,10,77680,956583
0,2,10,5443,884625
0,2,10,86122,744625
0,2,10,234006,936000
0,2,10,2821,417208
0,2,10,445,394292
0,2,10,80106,249375
0,2,10,62800,1554500
0,2,10,722252,1564291
0,2,10,167839,1416083
0,2,10,571616,1609250
0,2,10,59674,1070708
0,2,10,5356,255667
0,2,10,360767,813333
0,2,10,114620,857292
0,2,10,4295,570083
0,2,10,49075,754250
0,2,10,695890,1823208
0,2,10,127,1840292
0,2,10,20837,335875
0,2,10,95393,1766167
0,2,10,700613,1777625
0,2,10,919,931709
0,2,10,5078,850291
0,2,10,5521,364916
0,2,10,397,358792
0,2,10,93903,1065459
0,2,10,3665,876625
0,2,10,267591,927292
0,2,10,629,847584
0,2,10,6390,211542
0,2,10,131,337375
0,2,10,26663,636500
0,2,10,7577,3443083
0,2,10,72636,889125
0,2,10,3754,827500
0,2,10,459,641250
0,2,10,939,552000
0,2,10,1249,633375
0,2,10,17902,352458
0,2,10,6334,407041
0,2,10,358,536000
0,2,10,63677,329833
0,2,10,8777,298041
0,2,10,849,326750
0,2,10,2304,351125
0,2,10,3130,433000
0,2,10,77620,704000
0,2,10,556435,853875
0,2,10,242,439000
0,2,10,955,402250
0,2,10,9060,456667
0,2,10,218,390333
0,2,10,25803,699584
0,2,10,384379,947500
0,2,10,7057,1390708
0,2,10,871641,1862959
0,2,10,13574,446459
0,2,10,6983,530417
0,2,10,589,494750
0,2,10,160217,678042
0,2,10,2109,461541
0,2,10,55542,333083
0,2,10,2075,406834
0,2,10,751054,2061959
0,2,10,285,1966208
0,2,10,66662,914625
0,2,10,91747,558958
0,2,10,23,513542
0,2,10,342676,613209
0,2,10,534873,1915833
0,2,10,887405,2143750
0,2,10,75935,1869208
0,2,10,85021,700667
0,2,10,2092,348500
0,2,10,1236,413417
0,2,10,7390,364125
0,2,10,885,655125
0,2,10,401216,889625
0,2,10,9706,561042
0,2,10,455,568416
0,2,10,360,256500
0,2,10,995181,1656541
0,2,10,80161,1481125
0,2,10,16941,555125
0,2,10,348,284708
0,2,10,549926,5672125
0,2,10,330,3001041
0,2,10,5743,3877125
0,2,10,902287,3911084
0,2,10,4080,3323292
0,2,10,471,2565167
0,2,10,9882,2518334
0,2,10,4733,1722833
0,2,10,527,789458
0,2,10,474083,961166
0,2,10,903,968834
0,2,10,140132,1334792
0,2,10,484864,1320000
0,2,10,84104,609291
0,2,10,80153,396625
0,2,10,19235,363167
0,2,10,481,382958
0,2,10,95828,2281375
0,2,10,830,2263875
0,2,10,907585,2307083
0,2,10,9553,324625
0,2,10,518909,1641166
0,2,10,446495,1769750
0,2,10,113,913000
0,2,10,651,935708
0,2,10,4369,937625
0,2,10,9692,961375
0,2,10,1881,258792
0,2,10,988154,2398666
0,2,10,517756,3438083
0,2,10,49301,2452250
0,2,10,651,1377208
0,2,10,912250,1305333
0,2,10,17249,399417
0,2,10,6851,964666
0,2,10,2268,953875
0,2,10,97,948791
0,2,10,2335,656542
0,2,10,3400,738875
0,2,10,9534,1246375
0,2,10,970401,1471833
0,2,10,3228,239000
0,2,10,361,234583
0,2,10,4029,224167
0,2,10,46112,371000
0,2,10,736,1857542
0,2,10,957900,2237916
0,2,10,667,1299916
0,2,10,8750,1283458
0,2,10,1971,516417
0,2,10,710011,1422583
0,2,10,849,1350916
0,2,10,763,1344083
0,2,10,30695,1418958
0,2,10,87151,637333
0,2,10,659429,1802792
0,2,10,90032,1641250
0,2,10,259806,972166
0,2,10,195,761375
0,2,10,139234,423208
0,2,10,7014,343709
0,2,10,817,168250
0,2,10,360333,829042
0,2,10,8088,723625
0,2,10,34831,732917
0,2,10,1029,715417
0,2,10,996,360500
0,2,10,730,284000
0,2,10,12671,387500
0,2,10,16027,396458
0,2,10,359256,1527750
0,2,10,789063,1740542
0,2,10,64897,1516875
0,2,10,32373,592667
0,2,10,827,163375
0,2,10,719809,1629625
0,2,10,60113,986833
0,2,10,7801,402291
0,2,10,9657,369667
0,2,10,8373,383625
0,2,10,398,477667
0,2,10,130,545417
0,2,10,7920,529875
0,2,10,8945,1626250
0,2,10,968743,1612250
0,2,10,297,639167
0,2,10,46098,834375
0,2,10,15007,541917
0,2,10,4921,555583
0,2,10,69701,752083
0,2,10,5030,224625
0,2,10,85828,331833
0,2,10,647081,1504917
0,2,10,332160,1797500
0,2,10,97331,1670458
0,2,10,453574,843375
0,2,10,1813,248833
0,2,10,968411,2216958
0,2,10,552,1840916
0,2,10,127,834583
0,2,10,641,295208
0,2,10,771,1070667
0,2,10,654035,1321459
0,2,10,42386,656791
0,2,10,579303,1078625
0,2,10,261272,558208
0,2,10,215,172792
0,2,10,601093,1139417
0,2,10,5933,784375
0,2,10,261527,847833
0,2,10,525,222167
0,2,10,346,239625
0,2,10,48608,465334
0,2,10,131670,405834
0,2,10,27399,437834
0,2,10,8231,204208
0,2,10,348429,1002958
0,2,10,618745,1235292
0,2,10,271,173708
0,2,10,640,205417
0,2,10,9266,165375
0,2,10,776,180000
0,2,10,580062,738333
0,2,10,39660,706042
0,2,10,4606,1217083
0,2,10,7,1118667
0,2,10,831128,1970417
0,2,10,85398,1205000
0,2,10,2646,350708
0,2,10,4780,272542
0,2,10,107,276541
0,2,10,482,282250
0,2,10,145,197041
0,2,10,894178,1371583
0,2,10,8709,1139625
0,2,10,1455,229375
0,2,10,8250,424833
0,2,10,81555,636542
0,2,10,278,461708
0,2,10,16343,747750
0,2,10,256,694875
0,2,10,3705,759917
0,2,10,89,241000
0,2,10,4598,472083
0,2,10,331118,1002791
0,2,10,36116,1286042
0,2,10,98926,1895750
0,2,10,219533,1748250
0,2,10,11,1943084
0,2,10,18372,1676375
0,2,10,1195,527542
0,2,10,2200,560875
0,2,10,86865,657916
0,2,10,5570,432917
0,2,10,67100,713834
0,2,10,844,712333
0,2,10,92196,868833
0,2,10,8,310333
0,2,10,27302,442125
0,2,10,7858,183292
0,2,10,86755,1937000
0,2,10,933725,1625375
0,2,10,52502,1846000
0,2,10,8250,359791
0,2,10,429,354208
0,2,10,4461,369208
0,2,10,35442,411625
0,2,10,772545,1329625
0,2,10,2633,456250
0,2,10,340,472959
0,2,10,195253,496750
0,2,10,102356,1981583
0,2,10,418723,2236708
0,2,10,62932,978584
0,2,10,5795,256666
0,2,10,345069,725333
0,2,10,686246,1667125
0,2,10,310199,3405500
0,2,10,408934,3594916
0,2,10,536427,1200583
0,2,10,825484,1751667
0,2,10,263982,779625
0,2,10,673,692791
0,2,10,311740,837709
0,2,10,167631,925333
0,2,10,827,651541
0,2,10,842,389000
0,2,10,900323,2096625
0,2,10,413200,1505417
0,2,10,33782,1941958
0,2,10,680154,2297542
0,2,10,515,1013708
0,2,10,2720,442750
0,2,10,15178,588000
0,2,10,26911,688000
0,2,10,785,325208
0,2,10,583181,1082708
0,2,10,97106,910500
0,2,10,1957,827042
0,2,10,246856,1167416
0,2,10,9091,593958
0,2,10,88951,1910833
0,2,10,9830,1654375
0,2,10,5075,965708
0,2,10,693,740542
0,2,10,991708,1767917
0,2,10,1753,673500
0,2,10,190,676750
0,2,10,1071,197417
0,2,10,74557,443792
0,2,10,571,542166
0,2,10,441764,732833
0,2,10,8658,207042
0,2,10,256573,544625
0,2,10,796,460125
0,2,10,777,401584
0,2,10,773706,1215208
0,2,10,25854,974959
0,2,10,975935,2673334
0,2,10,1598,2638750
0,2,10,27819,2764583
0,2,10,430902,2825375
0,2,10,2607,1592417
0,2,10,3395,528083
0,2,10,156,543583
0,2,10,6793,552792
0,2,10,7691,559375
0,2,10,216,1830083
0,2,10,586737,2286917
0,2,10,96253,1730083
0,2,10,4777,498791
0,2,10,439478,739459
0,2,10,860030,1605750
0,2,10,46,338708
0,2,10,552163,608792
0,2,10,3704,350000
0,2,10,63587,519958
0,2,10,1133,756792
0,2,10,208,852834
0,2,10,7703,1127292
0,2,10,27770,559000
0,2,10,97266,395750
0,2,10,7112,262542
0,2,10,5440,212584
0,2,10,134157,1088958
0,2,10,9893,667416
0,2,10,72033,637916
0,2,10,34677,492334
0,2,10,102209,461167
0,2,10,890,455541
0,2,10,925,434333
0,2,10,307,323709
0,2,10,63,386042
0,2,10,8174,365250
0,2,10,387,214291
0,2,10,48087,565208
0,2,10,423,367708
0,2,10,8163,169708
0,2,10,198953,792166
0,2,10,662,672375
0,2,10,7761,319292
0,2,10,5831,552958
0,2,10,809,530584
0,2,10,1768,564208
0,2,10,219,614458
0,2,10,2983,283750
0,2,10,628,565708
0,2,10,26449,953584
0,2,10,203,1128750
0,2,10,394388,1543500
0,2,10,103722,1196625
0,2,10,943,452792
0,2,10,106,583584
0,2,10,159,292916
0,2,10,352,260125
0,2,10,756956,1457417
0,2,10,690,240042
0,2,10,3064,265125
0,2,10,7154,349291
0,2,10,906,191875
0,2,10,30797,233750
0,2,10,3115,807333
0,2,10,215468,848416
0,2,10,936,837000
0,2,10,63417,778542
0,2,10,851,424500
0,2,10,6999,399958
0,2,10,91461,433334
0,2,10,705733,1122500
0,2,10,14691,279417
0,2,10,537,239250
0,2,10,180768,807917
0,2,10,8642,500125
0,2,10,9372,733375
0,2,10,46992,988542
0,2,10,9104,695750
0,2,10,277,921875
0,2,10,20065,1120916
0,2,10,8072,373708
0,2,10,168,1468833
0,2,10,577914,1457167
0,2,10,648,663917
0,2,10,785,693833
0,2,10,38255,351416
0,2,10,14637,317625
0,2,10,210636,1412875
0,2,10,169,1786833
0,2,10,3450,709084
0,2,10,39896,725667
0,2,10,3459,190500
0,2,10,88663,404792
0,2,10,482913,1943583
0,2,10,17995,988166
0,2,10,722,664792
0,2,10,757001,1413417
0,2,10,2501,375708
0,2,10,666268,1935542
0,2,10,306,336875
0,2,10,556,867292
0,2,10,729,811500
0,2,10,43873,2179417
0,2,10,811267,4285375
0,2,10,964,2261000
0,2,10,7534,813167
0,2,10,5420,575542
0,2,10,32,404459
0,2,10,37881,478250
0,2,10,2789,228125
0,2,10,8856,1916250
0,2,10,42,2081750
0,2,10,42229,1735709
0,2,10,433900,2285958
0,2,10,144,1973208
0,2,10,4342,617667
0,2,10,356224,908375
0,2,10,41329,3638041
0,2,10,646930,1267875
0,2,10,379,1039875
0,2,10,86340,2128125
0,2,10,875719,2041583
0,2,10,18,696791
0,2,10,107549,365375
0,2,10,700982,1762250
0,2,10,99575,1425208
0,2,10,98838,1193583
0,2,10,573,1156667
0,2,10,648,380208
0,2,10,5639,387833
0,2,10,9162,425000
0,2,10,201,407167
0,2,10,839,429084
0,2,10,6251,238625
0,2,10,51067,203167
0,2,10,194,130125
0,2,10,73772,460166
0,2,10,276428,506084
0,2,10,12460,466125
0,2,10,206977,538917
0,2,10,7894,246167
0,2,10,556,290834
0,2,10,506875,839875
0,2,10,349,767667
0,2,10,663,778292
0,2,10,430,762541
0,2,10,41913,2371750
0,2,10,750232,2492333
0,2,10,73244,2138000
0,2,10,73884,2437458
0,2,10,6915,1703041
0,2,10,452217,781833
0,2,10,199,1158958
0,2,10,832981,1595500
0,2,10,9283,216834
0,2,10,486,174958
0,2,10,740,212292
0,2,10,98130,1969083
0,2,10,374548,2769917
0,2,10,664547,2294541
0,2,10,639,1722333
0,2,10,424471,8984166
0,2,10,698,1509791
0,2,10,657,845709
0,2,10,99317,312500
0,2,10,88788,1988500
0,2,10,79556,2012250
0,2,10,1574,1937916
0,2,10,860264,3378958
0,2,10,846,2385458
0,2,10,5757,2164208
0,2,10,319,2309334
0,2,10,323,259458
0,2,10,78925,482041
0,2,10,727176,1839000
0,2,10,5178,1848625
0,2,10,344561,1938042
0,2,10,356,435916
0,2,10,7576,377958
0,2,10,601601,1173208
0,2,10,12694,344333
0,2,10,7517,343208
0,2,10,6019,838042
0,2,10,9943,852916
0,2,10,8419,1179250
0,2,10,658567,1619584
0,2,10,821,1196625
0,2,10,39544,1419000
